HCHO Value,Date
0.0001348028330007,2019-06-26
8.074711312637191e-05,2019-06-27
0.0001259997361788,2019-06-28
0.0001105386966815,2019-06-29
0.0001086163531717,2019-06-30
5.762188204561666e-05,2019-07-01
0.0001623492259486,2019-07-02
0.0001738523006491,2019-07-03
-1.9064508329208183e-05,2019-07-04
0.0001177761070948,2019-07-05
0.0001369265480897,2019-07-06
0.0001863186505513,2019-07-07
0.00024779655935,2019-07-08
0.00020827445434353336,2019-07-09
0.0001687523493370667,2019-07-10
0.0001292302443306,2019-07-11
0.0001169642800239,2019-07-12
0.00010250270604240363,2019-07-13
8.804113206090727e-05,2019-07-14
7.357955807941091e-05,2019-07-15
5.911798409791456e-05,2019-07-16
3.329885377230573e-05,2019-07-17
4.347222595334643e-05,2019-07-18
5.364559813438714e-05,2019-07-19
6.381897031542785e-05,2019-07-20
7.399234249646854e-05,2019-07-21
8.416571467750926e-05,2019-07-22
9.433908685854995e-05,2019-07-23
0.0001659327228923,2019-07-24
0.0001422019735772,2019-07-25
0.0001184712242621,2019-07-26
0.0001114548395224,2019-07-27
4.187517193366405e-05,2019-07-28
0.0001617242205137,2019-07-29
0.0001080114271866,2019-07-30
7.751671709410368e-05,2019-07-31
0.0001329736920653,2019-08-01
9.474269554915073e-05,2019-08-02
5.651169903300146e-05,2019-08-03
-4.559879989678232e-05,2019-08-04
-3.059205259604564e-05,2019-08-05
-6.108415254857391e-05,2019-08-06
-5.282755209552439e-05,2019-08-07
-4.4570951642474867e-05,2019-08-08
-3.6314351189425344e-05,2019-08-09
-2.8057750736375822e-05,2019-08-10
-1.98011502833263e-05,2019-08-11
-1.1544549830276777e-05,2019-08-12
-3.287949377227255e-06,2019-08-13
4.9686510758222674e-06,2019-08-14
1.3225251528871797e-05,2019-08-15
2.1481851981921312e-05,2019-08-16
2.9738452434970828e-05,2019-08-17
3.799505288802035e-05,2019-08-18
2.613505186684201e-05,2019-08-19
1.4275050845663673e-05,2019-08-20
2.415049824485334e-06,2019-08-21
-9.444951196693005e-06,2019-08-22
-2.1304952217871344e-05,2019-08-23
-3.316495323904968e-05,2019-08-24
-2.37620117907729e-05,2019-08-25
-1.4359070342496116e-05,2019-08-26
-4.956128894219332e-06,2019-08-27
6.099589420541012e-06,2019-08-28
1.7155307735301357e-05,2019-08-29
2.82110260500617e-05,2019-08-30
9.445839367563298e-05,2019-08-31
9.047743033302735e-05,2019-09-01
8.64964669904217e-05,2019-09-02
3.3414233799745706e-05,2019-09-03
0.000116729877908,2019-09-04
9.444552317147535e-05,2019-09-05
7.21611684349507e-05,2019-09-06
4.987681369842603e-05,2019-09-07
0.0002593871115593,2019-09-08
8.982164139944275e-05,2019-09-09
8.390508054080859e-05,2019-09-10
7.798851968217444e-05,2019-09-11
7.20719588235403e-05,2019-09-12
6.615539796490614e-05,2019-09-13
6.0238837106271984e-05,2019-09-14
5.4322276247637835e-05,2019-09-15
4.840571538900369e-05,2019-09-16
4.248915453036953e-05,2019-09-17
3.6572593671735376e-05,2019-09-18
3.7737877003963654e-05,2019-09-19
3.8903160336191925e-05,2019-09-20
4.00684436684202e-05,2019-09-21
4.6433748698388186e-05,2019-09-22
5.279905372835616e-05,2019-09-23
5.9164358758324146e-05,2019-09-24
6.552966378829213e-05,2019-09-25
7.18949688182601e-05,2019-09-26
7.826027384822808e-05,2019-09-27
8.462557887819607e-05,2019-09-28
9.099088390816405e-05,2019-09-29
9.735618893813203e-05,2019-09-30
0.0001037214939681,2019-10-01
-3.025854347757612e-05,2019-10-02
-2.5503615036870804e-05,2019-10-03
-2.0748686596165487e-05,2019-10-04
-1.5993758155460173e-05,2019-10-05
-1.1238829714754855e-05,2019-10-06
-6.483901274049538e-06,2019-10-07
-1.728972833344224e-06,2019-10-08
3.025955607361097e-06,2019-10-09
7.78088404806641e-06,2019-10-10
1.2535812488771725e-05,2019-10-11
1.7290740929477046e-05,2019-10-12
2.204566937018236e-05,2019-10-13
2.680059781088767e-05,2019-10-14
5.384901347698315e-05,2019-10-15
8.089742914307863e-05,2019-10-16
9.997971106452453e-05,2019-10-17
0.00011906199298597044,2019-10-18
0.00013814427490741637,2019-10-19
0.00015722655682886226,2019-10-20
0.0001763088387503082,2019-10-21
0.0001953911206717541,2019-10-22
0.0002144734025932,2019-10-23
0.00020242413250726667,2019-10-24
0.00019037486242133334,2019-10-25
0.0001783255923354,2019-10-26
0.00016627632224946667,2019-10-27
0.00015422705216353334,2019-10-28
0.0001421777820776,2019-10-29
0.00013012851199166667,2019-10-30
0.00011807924190573334,2019-10-31
0.0001060299718198,2019-11-01
7.916061931630228e-05,2019-11-02
5.229126681280455e-05,2019-11-03
2.5421914309306813e-05,2019-11-04
-1.447438194190909e-06,2019-11-05
0.0001197492585854,2019-11-06
0.0002019448987158,2019-11-07
0.0001875744093177,2019-11-08
0.000185604943504225,2019-11-09
0.00018363547769075,2019-11-10
0.000181666011877275,2019-11-11
0.0001796965460638,2019-11-12
4.990433807850961e-05,2019-11-13
1.0639170243363802e-05,2019-11-14
9.558360559546852e-07,2019-11-15
-8.727498131454431e-06,2019-11-16
-1.8410832318863548e-05,2019-11-17
0.0001715080615397,2019-11-18
0.0001653465701949157,2019-11-19
0.00015918507885013142,2019-11-20
0.00015302358750534712,2019-11-21
0.00014686209616056282,2019-11-22
0.00014070060481577852,2019-11-23
0.00013453911347099425,2019-11-24
0.00012837762212620994,2019-11-25
0.00012221613078142564,2019-11-26
0.00011605463943664136,2019-11-27
0.00010989314809185707,2019-11-28
0.00010373165674707277,2019-11-29
9.757016540228848e-05,2019-11-30
9.140867405750418e-05,2019-12-01
8.524718271271989e-05,2019-12-02
7.908569136793559e-05,2019-12-03
7.29242000231513e-05,2019-12-04
6.676270867836702e-05,2019-12-05
6.060121733358272e-05,2019-12-06
5.907560923853455e-05,2019-12-07
5.7550001143486384e-05,2019-12-08
5.6024393048438215e-05,2019-12-09
5.449878495339005e-05,2019-12-10
5.297317685834188e-05,2019-12-11
5.144756876329371e-05,2019-12-12
-2.2457160532429955e-05,2019-12-13
1.5113010024269242e-05,2019-12-14
-3.045346083610229e-07,2019-12-15
0.0002059300168184,2019-12-16
0.00018001112792777457,2019-12-17
0.0001540922390371491,2019-12-18
0.00012817335014652368,2019-12-19
0.00010225446125589824,2019-12-20
7.633557236527279e-05,2019-12-21
5.041668347464736e-05,2019-12-22
2.4497794584021904e-05,2019-12-23
5.2385187031481246e-06,2019-12-24
-4.433234016269177e-05,2019-12-25
8.490988554769745e-05,2019-12-26
6.764043145371013e-05,2019-12-27
5.037097735972281e-05,2019-12-28
0.0001936077267456,2019-12-29
2.837138933940408e-05,2019-12-30
1.8020774742708853e-05,2019-12-31
3.85870049080786e-05,2020-01-01
5.9153235073448345e-05,2020-01-02
7.971946523881809e-05,2020-01-03
0.0002221059548901,2020-01-04
0.0001159583617149,2020-01-05
6.421119687120402e-05,2020-01-06
-4.044642075964703e-05,2020-01-07
0.0001254094677278,2020-01-08
9.527971988931567e-05,2020-01-09
5.424391430146463e-05,2020-01-10
4.828142649293358e-05,2020-01-11
3.1963263609213755e-06,2020-01-12
5.202702263101069e-05,2020-01-13
0.0001008577189011,2020-01-14
-8.06288181941347e-05,2020-01-18
-3.831209441245208e-05,2020-01-19
0.0002333852549772,2020-01-20
5.044574209023267e-06,2020-01-21
-1.3271075052519638e-05,2020-01-22
-3.1586724314062543e-05,2020-01-23
-4.9902373575605445e-05,2020-01-24
0.00010077660242024727,2020-01-25
0.0002514555784161,2020-01-26
1.5972322239645614e-05,2020-01-27
2.4162307975538745e-05,2020-01-28
8.765511960787914e-05,2020-01-29
0.0001547180170078,2020-01-30
0.0001338702093236,2020-01-31
-2.0094704597125424e-05,2020-02-01
2.5702771381475028e-05,2020-02-02
5.2783088568273754e-05,2020-02-03
7.986340575507248e-05,2020-02-04
0.00010904048307898624,2020-02-05
0.0001382175604029,2020-02-06
0.0001317641534045,2020-02-07
6.650182181808007e-05,2020-02-08
0.000197386685697,2020-02-09
7.765335944064576e-05,2020-02-10
0.0001410900828807,2020-02-11
0.00012156556373654499,2020-02-12
0.00010204104459238998,2020-02-13
8.251652544823498e-05,2020-02-14
6.299200630407998e-05,2020-02-15
0.0001506198266539,2020-02-16
0.0002179950063233,2020-02-18
0.0001680922979635,2020-02-19
0.0001587409695234,2020-02-20
0.00012603284944095853,2020-02-21
9.332472935851705e-05,2020-02-22
6.061660927607557e-05,2020-02-23
2.790848919363411e-05,2020-02-24
8.692230779587012e-05,2020-02-25
9.321953062533168e-05,2020-02-26
0.0001182545319643,2020-02-27
0.0001038297582307,2020-02-28
0.00013244268234445,2020-02-29
0.0001610556064582,2020-03-01
0.0001563871088153,2020-03-03
0.0001276065604158,2020-03-04
0.00014052980294269998,2020-03-05
0.0001534530454696,2020-03-06
0.00019464304350204998,2020-03-07
0.0002358330415345,2020-03-08
0.0001269736421399,2020-03-09
0.0001196201216453,2020-03-10
0.0001164685805966,2020-03-11
5.913030676123423e-05,2020-03-12
8.650040171724271e-05,2020-03-13
0.0002230960695464,2020-03-14
0.0001479475968795,2020-03-15
5.1034690841333934e-05,2020-03-16
7.446534099495596e-05,2020-03-17
9.789599114857798e-05,2020-03-18
0.0001213266413022,2020-03-19
0.0002310020010223,2020-03-20
4.420323884869883e-05,2020-03-21
9.31143988963756e-05,2020-03-22
0.0002300587603312,2020-03-23
0.0001561715420216,2020-03-24
0.0001745791108127,2020-03-25
-9.75290000242051e-05,2020-03-26
0.0001705165047249,2020-03-27
0.0001382194611718,2020-03-28
9.987368024674012e-05,2020-03-29
7.624938460239996e-05,2020-03-30
5.386648690279978e-05,2020-03-31
0.00011222307379,2020-04-01
0.0001592264927832,2020-04-02
0.0002123869982902,2020-04-03
0.0001869030485122,2020-04-04
0.0001614190987342,2020-04-05
4.893659103010806e-05,2020-04-06
0.0001316483709631,2020-04-07
3.009876749553373e-05,2020-04-08
0.0001537679907493,2020-04-09
0.0001141103645879,2020-04-10
7.106236994778118e-05,2020-04-11
2.801437530766237e-05,2020-04-12
-2.6518549703808303e-05,2020-04-13
-1.3996586952596355e-05,2020-04-14
4.445108781175533e-05,2020-04-15
5.359548889128701e-05,2020-04-16
6.273988997081869e-05,2020-04-17
7.188429105035038e-05,2020-04-18
8.102869212988206e-05,2020-04-19
1.4180026992194256e-05,2020-04-20
1.9146328337616464e-05,2020-04-21
6.659831724453735e-05,2020-04-22
0.00011405030615145824,2020-04-23
0.00016150229505837915,2020-04-24
0.0002089542839653,2020-04-25
6.685037744020196e-05,2020-04-26
8.122499539115852e-05,2020-04-27
0.0001298121524562,2020-04-28
4.55068792675052e-05,2020-04-29
0.0001854450018489526,2020-04-30
8.531399790386687e-05,2020-05-03
7.960631933113012e-05,2020-05-04
7.38986407583934e-05,2020-05-05
6.819096218565665e-05,2020-05-06
6.248328361291991e-05,2020-05-07
5.677560504018317e-05,2020-05-08
5.106792646744643e-05,2020-05-09
4.5360247894709696e-05,2020-05-10
3.965256932197295e-05,2020-05-11
3.394489074923621e-05,2020-05-12
4.389394482653263e-05,2020-05-13
5.3842998903829055e-05,2020-05-14
6.379205298112547e-05,2020-05-15
9.925099216982037e-05,2020-05-16
0.00013470993135851527,2020-05-17
0.0001701688705472102,2020-05-18
0.0002056278097359051,2020-05-19
0.0002410867489246,2020-05-20
-6.670656110435048e-05,2020-05-21
1.3454997323072323e-05,2020-05-22
9.361655575049512e-05,2020-05-23
2.9313758052738347e-05,2020-05-24
0.0001470825570499,2020-05-25
0.0002253643909505,2020-05-26
0.00019238768115825,2020-05-27
0.000159410971366,2020-05-28
0.00011353434093952612,2020-05-29
6.765771051305225e-05,2020-05-30
6.408926959596066e-05,2020-05-31
8.56501957878967e-05,2020-06-01
3.471480400613344e-05,2020-06-02
0.000154368388147,2020-06-03
0.0001141129517995,2020-06-04
7.77897683573902e-05,2020-06-05
6.692763935595483e-05,2020-06-06
5.606551035451947e-05,2020-06-07
4.5203381353084095e-05,2020-06-08
3.434125235164873e-05,2020-06-09
1.764509237348392e-05,2020-06-10
9.48932395319114e-07,2020-06-11
-1.574722758284569e-05,2020-06-12
0.000158933268254,2020-06-13
-5.175988870682369e-06,2020-06-14
-2.1458932801473935e-05,2020-06-15
6.149671675171304e-05,2020-06-16
0.0001444523663049,2020-06-17
0.0001007701426017,2020-06-18
2.810942446211327e-05,2020-06-19
6.764394546622817e-06,2020-06-20
6.26053213232614e-05,2020-06-21
0.0001184462480999,2020-06-22
0.00016232919430565,2020-06-23
0.0002062121405114,2020-06-24
0.0001422798089078996,2020-06-25
7.83474773043992e-05,2020-06-26
1.44151457008988e-05,2020-06-27
3.4876501272321465e-05,2020-06-28
5.5337856843744126e-05,2020-06-29
5.53492540802816e-05,2020-06-30
3.925838449686975e-05,2020-07-01
-8.45016286786133e-05,2020-07-02
8.209946211149336e-05,2020-07-03
0.0002487005529016,2020-07-04
2.956633827493116e-05,2020-07-05
2.598555987638028e-05,2020-07-06
7.669365863372583e-05,2020-07-07
7.571017974874228e-05,2020-07-08
7.472670086375873e-05,2020-07-09
7.37432219787752e-05,2020-07-10
7.275974309379164e-05,2020-07-11
7.17762642088081e-05,2020-07-12
0.0001633155591937,2020-07-13
7.268614753835689e-05,2020-07-14
6.208611741495413e-05,2020-07-15
5.148608729155136e-05,2020-07-16
4.08860571681486e-05,2020-07-17
8.967434125978644e-05,2020-07-18
0.0001384626253514243,2020-07-19
0.00018725090944306214,2020-07-20
0.0002360391935347,2020-07-21
0.0001641782680617,2020-07-22
3.940120436492337e-05,2020-07-23
1.8307914429828847e-05,2020-07-24
1.9101530941134346e-05,2020-07-25
1.9895147452439844e-05,2020-07-26
2.0688763963745346e-05,2020-07-27
2.1482380475050844e-05,2020-07-28
2.2275996986356342e-05,2020-07-29
2.306961349766184e-05,2020-07-30
2.3863230008967342e-05,2020-07-31
2.465684652027284e-05,2020-08-01
2.545046303157834e-05,2020-08-02
2.6244079542883837e-05,2020-08-03
2.7037696054189335e-05,2020-08-04
2.7831312565494834e-05,2020-08-05
2.8624929076800335e-05,2020-08-06
2.9418545588105834e-05,2020-08-07
3.0212162099411335e-05,2020-08-08
3.1005778610716834e-05,2020-08-09
3.179939512202233e-05,2020-08-10
3.259301163332783e-05,2020-08-11
3.338662814463333e-05,2020-08-12
-3.969807224281963e-05,2020-08-13
8.667626106018816e-05,2020-08-14
8.184590915760018e-05,2020-08-15
7.70155572550122e-05,2020-08-16
7.218520535242423e-05,2020-08-17
6.735485344983625e-05,2020-08-18
2.378187809016385e-05,2020-08-19
7.405326262252661e-05,2020-08-20
0.0001291053689817,2020-08-21
0.00012026101656261367,2020-08-22
0.00011141666414352734,2020-08-23
0.00010257231172444103,2020-08-24
9.37279593053547e-05,2020-08-25
8.488360688626837e-05,2020-08-26
7.603925446718205e-05,2020-08-27
6.719490204809572e-05,2020-08-28
5.835054962900939e-05,2020-08-29
4.950619720992306e-05,2020-08-30
4.066184479083674e-05,2020-08-31
5.7591125763927556e-05,2020-09-01
7.452040673701837e-05,2020-09-02
9.14496877101092e-05,2020-09-03
0.0001083789686832,2020-09-04
0.00010276565617623163,2020-09-05
9.715234366926326e-05,2020-09-06
9.15390311622949e-05,2020-09-07
8.592571865532653e-05,2020-09-08
8.031240614835816e-05,2020-09-09
7.469909364138979e-05,2020-09-10
6.908578113442142e-05,2020-09-11
6.347246862745305e-05,2020-09-12
5.785915612048468e-05,2020-09-13
5.224584361351631e-05,2020-09-14
4.663253110654794e-05,2020-09-15
4.101921859957958e-05,2020-09-16
3.540590609261121e-05,2020-09-17
2.979259358564284e-05,2020-09-18
2.417928107867447e-05,2020-09-19
1.8565968571706098e-05,2020-09-20
1.2952656064737727e-05,2020-09-21
7.339343557769356e-06,2020-09-22
1.7260310508009855e-06,2020-09-23
-3.887281456167385e-06,2020-09-24
-9.500593963135742e-06,2020-09-25
-1.5113906470104127e-05,2020-09-26
-2.0727218977072498e-05,2020-09-27
-2.634053148404084e-05,2020-09-28
-3.195384399100921e-05,2020-09-29
-3.756715649797758e-05,2020-09-30
-4.3180469004945954e-05,2020-10-01
-4.879378151191432e-05,2020-10-02
1.1166860235012754e-05,2020-10-03
7.112750198193982e-05,2020-10-04
6.444454029010681e-05,2020-10-05
2.9359238841637245e-05,2020-10-06
2.8384177961641725e-05,2020-10-07
2.7409117081646205e-05,2020-10-08
2.6434056201650685e-05,2020-10-09
2.5458995321655166e-05,2020-10-10
2.4483934441659646e-05,2020-10-11
2.3508873561664126e-05,2020-10-12
2.2533812681668606e-05,2020-10-13
2.1558751801673086e-05,2020-10-14
2.0583690921677567e-05,2020-10-15
1.9608630041682047e-05,2020-10-16
1.863356916168653e-05,2020-10-17
0.0001137325897504,2020-10-18
9.568063142066397e-05,2020-10-19
7.762867309092792e-05,2020-10-20
5.229929615486956e-05,2020-10-21
2.6969919218811202e-05,2020-10-22
1.6405422827528453e-06,2020-10-23
0.0001060905371189,2020-10-24
5.765260364341179e-05,2020-10-25
8.459547186976746e-05,2020-10-26
0.00010052021322507289,2020-10-27
0.00011644495458037831,2020-10-28
0.00013236969593568372,2020-10-29
0.00014829443729098916,2020-10-30
0.0001642191786462946,2020-10-31
0.0001801439200016,2020-11-01
0.0002142236491755,2020-11-02
0.00016548217737547441,2020-11-03
0.00011674070557544885,2020-11-04
6.799923377542329e-05,2020-11-05
1.9257761975397718e-05,2020-11-06
-2.9483709824627867e-05,2020-11-07
-1.53162219144988e-05,2020-11-08
-1.148734004369739e-06,2020-11-09
1.3018753905759327e-05,2020-11-10
2.718624181588839e-05,2020-11-11
4.1353729726017455e-05,2020-11-12
5.552121763614652e-05,2020-11-13
5.4405514352915916e-05,2020-11-14
5.328981106968532e-05,2020-11-15
5.217410778645472e-05,2020-11-16
5.105840450322413e-05,2020-11-17
4.9942701219993526e-05,2020-11-18
4.882699793676293e-05,2020-11-19
4.771129465353233e-05,2020-11-20
4.659559137030174e-05,2020-11-21
4.5479888087071137e-05,2020-11-22
4.436418480384054e-05,2020-11-23
4.324848152060994e-05,2020-11-24
4.213277823737935e-05,2020-11-25
4.101707495414875e-05,2020-11-26
4.0722158054194e-05,2020-11-27
-1.4405808722905778e-05,2020-11-28
-3.5370941579248674e-05,2020-11-29
0.0001118550445562,2020-11-30
0.00010218091763704828,2020-12-01
9.250679071789657e-05,2020-12-02
8.283266379874486e-05,2020-12-03
7.315853687959314e-05,2020-12-04
6.348440996044143e-05,2020-12-05
5.38102830412897e-05,2020-12-06
0.0001102473330467598,2020-12-07
0.0001666843830522299,2020-12-08
0.0002231214330577,2020-12-09
0.00015044461502953317,2020-12-10
7.776779700136634e-05,2020-12-11
5.09097897319951e-06,2020-12-12
-6.758583905496734e-05,2020-12-13
6.401898028405714e-05,2020-12-15
8.736900134538711e-05,2020-12-16
-8.613132454580255e-05,2020-12-18
-5.555491999984505e-05,2020-12-19
-2.4978515453887544e-05,2020-12-20
5.597889092069953e-06,2020-12-21
3.6174293638027464e-05,2020-12-22
6.675069818398497e-05,2020-12-23
9.732710272994246e-05,2020-12-24
0.0001279035072759,2020-12-25
0.0001023707562539908,2020-12-26
7.683800523208159e-05,2020-12-27
5.130525421017236e-05,2020-12-28
2.577250318826315e-05,2020-12-29
0.0001332655869342,2020-12-30
0.0001320059198676,2020-12-31
0.000130746252801,2021-01-01
0.0001294865857344,2021-01-02
0.0001282269186678,2021-01-03
0.0001269672516012,2021-01-04
0.0001257075845346,2021-01-05
0.000124447917468,2021-01-06
0.00012318825040140001,2021-01-07
0.0001219285833348,2021-01-08
0.0001206689162682,2021-01-09
0.0001194092492016,2021-01-10
0.00011814958213499999,2021-01-11
0.0001168899150684,2021-01-12
0.0001156302480018,2021-01-13
0.00011437058093519999,2021-01-14
0.0001131109138686,2021-01-15
0.000111851246802,2021-01-16
0.0001105915797354,2021-01-17
0.00010933191266879999,2021-01-18
0.0001080722456022,2021-01-19
0.0001068125785356,2021-01-20
0.0001869301887765,2021-01-21
0.0001061579994683,2021-01-22
0.0001375066635654,2021-01-23
0.0001688553276625,2021-01-24
1.0221516709139655e-05,2021-01-25
0.0001343015733841,2021-01-26
0.0001224238430861,2021-01-27
0.00012430859295553076,2021-01-28
0.00012619334282496154,2021-01-29
0.0001280780926943923,2021-01-30
0.00012996284256382306,2021-01-31
0.00013184759243325383,2021-02-01
0.0001337323423026846,2021-02-02
0.00013561709217211538,2021-02-03
0.00013750184204154616,2021-02-04
0.00013938659191097693,2021-02-05
0.00014127134178040768,2021-02-06
0.00014315609164983846,2021-02-07
0.00014504084151926923,2021-02-08
0.0001469255913887,2021-02-09
0.000182039824095,2021-02-10
6.099196592038759e-05,2021-02-11
1.876127355439592e-05,2021-02-12
4.724368441893061e-05,2021-02-13
7.57260952834653e-05,2021-02-14
0.000104208506148,2021-02-15
0.0001972394579192,2021-02-16
0.0001359928367385,2021-02-17
0.0001509140828747,2021-02-18
0.00011193946103753026,2021-02-19
7.29648392003605e-05,2021-02-20
3.399021736319075e-05,2021-02-21
-4.984404473979002e-06,2021-02-22
6.949462057990891e-05,2021-02-23
0.0001288248443664,2021-02-24
-6.370132930424013e-05,2021-02-25
0.0001058817913945,2021-02-26
0.0001929482387941,2021-02-27
0.0002182676237054,2021-02-28
4.993875692866424e-05,2021-03-01
6.669064590931174e-06,2021-03-02
5.826335793316559e-05,2021-03-03
0.0001098576512754,2021-03-04
0.00013093584816824998,2021-03-05
0.0001520140450611,2021-03-06
0.0001132469209601,2021-03-07
8.962923312385292e-05,2021-03-08
6.601154528760583e-05,2021-03-09
4.239385745135875e-05,2021-03-10
1.8776169615111667e-05,2021-03-11
-4.841518221135413e-06,2021-03-12
-2.5482854726074488e-05,2021-03-13
-2.3696949596154688e-05,2021-03-14
9.057991938279364e-05,2021-03-15
5.105386298132563e-05,2021-03-16
7.561145937623848e-05,2021-03-17
8.126054746515079e-05,2021-03-18
8.690963555406309e-05,2021-03-19
9.25587236429754e-05,2021-03-20
