,HCHO Value,HCHO Value,HCHO Value,HCHO Value,HCHO Value,HCHO Value,HCHO Value,Date
2019-02-20,3.130874441109665e-05,0.0002720768387394,8.647263683420719e-05,8.337509543093406e-05,9.03136843347107e-05,8.79509593267587e-05,,
2019-02-21,-1.98339014766147e-06,0.0002230429464187,6.580490440211678e-05,2.514510513135289e-05,4.6319964771203575e-05,0.0001464546481548,,
2019-02-22,0.0001148911736891,0.0003148949841717,0.0001173317679715,0.0001425070075459,5.7038448135490425e-05,0.0001375125401253,,
2019-02-23,0.0002118789208893,0.0003274182238715,0.0001372664223727,0.0001366694245436,2.541906521424961e-05,,,
2019-02-24,3.663116612296087e-05,0.0002362989851716,0.0001183587731956,0.0001627625602433,0.000102055793893,0.0002361983539606,,
2019-02-25,4.493778690247384e-05,0.0002424675429303,3.582334073956398e-05,0.0001543677869547,0.0001436022726529,8.145316466296842e-05,,
2019-02-26,5.867993672157907e-05,0.000156459748926,-4.671209171647206e-05,0.0001583762494085,3.027809876520691e-05,0.0001796735993672,,
2019-02-27,7.24220865406843e-05,0.0001542016842877,1.5346476198920965e-05,0.0001623847118623,0.000135316916096,0.0002322736580558,,
2019-02-28,8.616423635978954e-05,0.0002270067709833,7.740504411431399e-05,0.0001663931743162,0.0002099835616997,0.000230250141851,,
2019-03-01,9.990638617889476e-05,0.0002491425232034,0.0001394636120297,6.961796332611105e-05,0.0001322391099312,0.0002282266256462,,
2019-03-02,0.000113648535998,0.0002712782754235,0.0002015221799451,-2.715724766397789e-05,5.449465816276849e-05,0.0002262031094414,,
2019-03-03,0.0001120620195392,0.0002934140276437,0.0002333378601804,,9.6661204352337e-05,0.0001259866889363,,
2019-03-04,0.0002530551243115,0.0002222321497741,0.0001130560234093,,9.596860819798644e-05,0.0001714544313468,,
2019-03-05,0.0002326652722074,,8.923271256196186e-05,0.0002039002582908,0.00018282723756,0.0001342028527037,,
2019-03-06,0.0001284045619553,0.000135851958492,4.2696494065404425e-05,9.971738595225878e-05,3.726789927856213e-05,0.0001580027758568,,
2019-03-07,0.0001646112972623,0.0002023807303628,0.0001021544478428,0.0001356645928779,0.0001146398530123,0.0001892068657825,,
2019-03-08,0.000177511546709,0.0001644238164367,0.000104415711202,9.87355639618488e-05,5.839432739258154e-05,0.0001039425656943,,
2019-03-09,0.0001456575942748,0.0002306923995917,0.0001050893106155,7.760127652979272e-05,6.154108984927151e-05,0.0001303730283734,,
2019-03-10,0.0001138036418406,0.0002969609827467,0.0001057629100291,5.646698909773664e-05,6.468785230596147e-05,0.0001568034910526,,
2019-03-11,0.0001638923213232,0.0002401309050569,0.0001954688702953,0.0001590144307147,0.0001142912680418,0.0002545370341487,,
2019-03-12,0.0001764080320851,0.0002577451751777,0.0002339561330231,0.0001171489486397,0.0001032588562612,0.0001662309292288,,
2019-03-13,4.218809439496275e-05,0.0002548286008604,0.0001436281760917,0.0001924904426754,,,,
2019-03-14,0.0001620084507506,0.0003018449398759,5.33002191604215e-05,0.0002678319367111,7.003770803236358e-05,0.000265097141989,,
2019-03-15,0.0001104143683767,0.0001790542755015,0.000123402480465,0.0001973485736028,8.715531025828512e-05,0.0002519274524677,,
2019-03-16,0.0001981838605184,0.0003507194301071,9.934245878113424e-05,5.13548232774661e-05,8.950293663013654e-05,0.0001508674249008,,
2019-03-17,0.0001831507209264,0.0002494769497451,5.628071383476485e-05,4.796497584536863e-05,6.708069847282744e-05,0.0001988515444004,,
2019-03-18,-4.018462979616311e-05,0.0002284679916267,1.3218968888395464e-05,4.457512841327116e-05,0.0001714661515889,0.0001031316549134,,
2019-03-19,0.0002067529282929,0.0002074590335083,0.0001449778092531,0.0002551880668476,0.0001304222284758,0.0002291439663551,,
2019-03-20,0.0001473883183271,0.0002559950022304,7.633388390013924e-05,8.954724124801195e-05,0.0001652603496458,0.0002245213685455,,
2019-03-21,0.0001632171220172,0.0002624802547844,0.0001480680220993,9.882714528895598e-05,0.000180821650839,0.000229526999203,,
2019-03-22,0.0001790459257074,0.0002689655073385,4.698590924918041e-05,0.0001081070493299,0.0002143703475771,0.0002345326298606,,
2019-03-23,0.0002131191848019,0.000144005550838,-1.5467760777977853e-05,0.0001883458499592,0.0002253481504262,0.0002848332356072,,
2019-03-24,0.0002471924438964,0.0002204458373225,0.0001512098013132,0.000171727504349,0.0001116518290101,0.0001985107134155,,
2019-03-25,0.000219244095107,0.0003577663287879,7.338239494073005e-05,,4.007921997167454e-05,0.0001921681911026,,
2019-03-26,9.90805371426681e-05,0.0002631266925609,8.133633841564141e-05,0.0001650504145461,0.0001347779002359,0.0002917578396021,,
2019-03-27,0.0002333027310032,0.0003646052956171,9.850572535486576e-05,0.0001789494366016,0.0002521169772334,,,
2019-03-28,0.0002802419303598,0.0003906452278091,0.0001319502848265,0.0001818030703527,0.0002015701569086,0.0002076575167296,,
2019-03-30,0.0001790145679855,0.0002202186895424,0.000286010842239,-3.0314153493748305e-05,0.0001173990094827,0.0003155841150722,,
2019-03-31,0.0002927234455484,0.0001155774606754,0.0001691464753809,3.715781228257585e-05,0.0001473601799526,0.0002005128354287,,
2019-04-02,0.0001707946467973,0.0002688230247372,0.0001839505016603,8.128573946871756e-05,0.0001675304375654,0.0002292592673599,,
2019-04-03,0.0002427714893424,0.0002544823655233,0.0002120842642893,6.149668792726311e-05,0.0001195197556313,0.0001856483874482,,
2019-04-04,0.0002338054752107,0.0002401417063094,2.65590091925734e-05,9.296972991768896e-05,9.381743861666426e-05,0.0001997694690952,,
2019-04-05,0.0001627528749175,0.0001694011577926,8.134434422682388e-05,0.0001294405679234,0.000164986976009,0.0001986475720932,,
2019-04-06,0.0001725198818631,0.0001030405027441,0.0001323410016791,0.0001659114059293,6.570327647421359e-05,0.0002038335707743,,
2019-04-07,0.000270485470537,0.00017994348916,0.0001584331711474,0.0001549008783966,7.763430217102585e-05,0.0002632298358881,,
2019-04-08,0.0002632230681999,0.0001938136388473,0.0002055366407123,0.000143890350864,0.0001144722790134,0.0002901479325215,,
2019-04-09,0.0002203272160841,0.0002005766244694,0.0002659180015952,0.0001029608569417,0.0001200443096818,0.0001645179947213,,
2019-04-10,0.0002175333228409,0.0002045066130365,0.0001209464124475,6.20313630194549e-05,0.0001258257230518,0.0001457744638877,,
2019-04-11,0.0002147394295977,0.0002787301089676,9.413038103599996e-05,8.426213025813922e-05,0.0001139869859016,0.0001902421171088,,
2019-04-12,0.0002119455363545,0.000250075849252,6.731434962449994e-05,0.0001655760267849,4.419480080409889e-05,0.00023470977033,,
2019-04-13,8.435604480337817e-05,0.000334870158729,0.000172293422113,0.0002243445980376,0.0002340769951976,0.0002282964378382,,
2019-04-14,9.483271429882254e-05,0.0003064525082457,0.0001343072378248,0.0002010144276771,0.0002179630334452,0.000225896395215,,
2019-04-15,0.0001053093837942,0.0002780348577624,9.63210535366288e-05,0.0001776842573166,0.0002018490716928,0.0002234963525919,,
2019-04-16,0.0001157860532897,0.0002496172072791,5.833486924844322e-05,0.0001543540869561,0.0001857351099405,0.0002210963099688,,
2019-04-17,0.0001262627227851,0.0002211995567958,2.0348684960257624e-05,0.0001310239165956,0.0001696211481881,0.0002186962673457,,
2019-04-18,0.0001367393922806,0.0001927819063126,-1.7637499327927978e-05,0.0001076937462352,0.0001535071864358,0.0002162962247226,,
2019-04-19,0.0001502073732536,0.0001684974821728,3.045660605066332e-05,0.0001099456045888,7.74113813114089e-05,0.0002595917978659,,
2019-04-21,0.0001330528287211,0.0001454167284999,-2.3242276785227024e-05,0.000114449321296,0.0001757997515016,0.0001301541911352,,
2019-04-22,0.0002652660056679,0.0001711205695593,4.274620365243648e-05,0.0001167011796496,0.0001652940389907,0.0001844679986247,,
2019-04-23,0.0001897010952234,0.000293224440643,0.0001087346840901,5.12579766773392e-05,0.0001124862276603,0.0002139409536759,,
2019-04-24,0.000115200123351,0.0001399382956399,0.0001426274278835,0.0001783669821192,8.913878220229596e-05,0.0001655682962151,,
2019-04-25,0.0001298704540847,9.581443666026756e-05,0.0001695954056101,0.0001805627836243,0.0002143694129051,,,
2019-04-26,0.0001445407848184,9.609132492696008e-05,0.0001965633833368,0.0001827585851294,,0.0001514479517936,,
2019-04-27,0.0001592111155521,9.636821319365264e-05,0.0002235313610634,0.0001849543866345,0.0002085683732311,0.0001723786783322,,
2019-04-28,0.0001738814462858,9.664510146034516e-05,0.0002504993387901,0.0001871501881396,0.0002061504155803,0.0001933094048709,,
2019-04-29,0.0001805885202036,9.692198972703767e-05,0.0002152329945563,0.0001752293514511,0.0002037324579296,0.0001813756682348,,
2019-04-30,0.0001872955941215,9.719887799373022e-05,0.0001799666503226,0.0001633085147626,0.0002013145002788,0.0001694419315987,,
2019-05-01,0.0001940026680393,9.747576626042276e-05,0.0001447003060889,0.0001513876780742,0.0001988965426281,0.0001575081949626,,
2019-05-02,0.0002007097419572,9.860799591444852e-05,0.0001938940387614,0.000119038932568,0.0002454874023507,0.0001803331106202,,
2019-05-03,0.000207416815875,9.974022556847424e-05,0.000243087771434,8.669018706199557e-05,0.0001160287678308,0.0001994467277843,,
2019-05-04,0.0002141238897929,0.0001008724552225,0.000166357540416,5.434144155589335e-05,0.0002114881995743,0.0002185603449485,,
2019-05-05,7.564946081848705e-05,6.995837420986777e-05,0.0001117983754452,7.521904743490836e-05,0.00016900388397,8.02505700569093e-05,,
2019-05-06,0.0001629478259072,3.904429319723554e-05,0.0002294637627646,6.477919130672735e-05,1.702930427527027e-05,0.0001420565734228,,
2019-05-07,0.0001492011730946,0.0001174876039439,0.0003124401430261,8.903688521043591e-05,7.570836612015874e-05,0.0001650123219606,,
2019-05-08,0.0001659245919994,0.000101303794324,0.0002250056587289,0.0001266048084834,0.0001174841341889,0.0001460277152315,,
2019-05-09,0.0001472336010995,9.939428098153852e-05,0.0002085735307819,0.0001186255669854,0.000157735329769,0.0001493288295852,,
2019-05-10,0.0002406209292845,0.000125364158271,0.000257059338242,8.904187787431491e-05,0.0001060651973052,0.0002057718166517,,
2019-05-11,0.0001774082428821,0.0001274753051841,0.0002004889109836,2.949114473778149e-05,0.00014665342489,0.0001641032775009,,
2019-05-12,7.851454164433835e-05,8.802823548435995e-05,0.0001098424870683,4.16907598251222e-05,7.439157444817701e-05,0.0001183245679523,,
2019-05-13,8.480921821304122e-05,2.4982204901168622e-05,0.0002129034585429,6.963729241707653e-05,0.0001995106278082,0.000132961175467,,
2019-05-14,0.0002565932360046,0.0001810438022415,0.0001720079728961,9.758382500903084e-05,0.000164325904366,7.061668788806564e-05,,
2019-05-15,0.0001084387637971,0.0001394291724461,0.0002664730031546,0.0001890657581933,0.0001545511305832,0.0001099983599625,,
2019-05-16,0.0002581514024065,0.0001171367229027,0.000201612771683,0.0001197343556303,0.0001435340795952,0.00014039193757,,
2019-05-17,0.0001626728519143,0.0001095084478863,0.0002884037766731,0.0001049880638621,0.0001514099438506,9.796423680909052e-05,,
2019-05-18,0.0001316183951811,9.525618991159472e-05,0.0001177087880293,0.0001007853609725,0.0001098419014792,0.0001672252690382,,
2019-05-19,0.0001846422713296,8.700221402162398e-05,0.0001160009060384,9.658265808306529e-05,5.791861019252046e-05,0.0001708734532433,,
2019-05-20,0.0001931410056934,,0.0001336881023634,1.0668271897884551e-05,0.0001248362370031,0.0001702025749611,,
2019-05-21,0.0001087283892095,0.0003381261473657,0.0002208001227715,,0.0001156197332824,8.681519324789669e-05,,
2019-05-22,0.0002185268813463,0.0002776254578915,-7.228200424818833e-05,0.0002372944145455,9.863870001507711e-05,0.0001093033570457,,
2019-05-24,0.000101328985777,0.0002034541375873,0.0002426740459869,8.360032868662833e-05,3.835235777056108e-05,0.0001478469051026,,
2019-05-25,-1.1236420671396437e-05,0.0001897835067573,0.0001747951545193,5.2382561264022686e-05,0.0001358998694667,5.233601288103446e-05,,
2019-05-26,0.0001002702697374,0.00011078022387,0.0001548687249192,0.0001127015595865,9.303622604040064e-05,6.244214568722449e-05,,
2019-05-27,0.0001920604607636,0.0001368899250486,0.0001654224296495,0.000110648214343,0.000159618317985,0.0001554720535695,,
2019-05-28,0.0001766797704591,0.000165996737955,0.0001982629083403,0.0001113564054257,0.000131798935005,0.0001478338478629,,
2019-05-29,0.0002707986967031,-2.056808215846379e-05,0.0003091327174433,0.0001178916030724,9.061302230824714e-05,0.0002594716110907,,
2019-05-30,0.0002678791857473,0.0002179323946145,0.0002074993984133,0.000124426800719,0.0001368521347996,0.0001839537987904,,
2019-05-31,0.0001484190889814,9.379307690791867e-05,0.0002010744889855,0.0001309619983658,0.0001259742388404,0.0001362219972734,,
2019-06-01,2.742769585121168e-05,7.067572073902713e-05,0.0001620855774003,7.860539060937241e-05,0.0001966603343031,0.00029028932252,,
2019-06-02,0.00013723955328,0.0001658041001064,0.0002011201633782,4.9040530015253865e-05,0.0001640300757226,8.689925325647776e-05,,
2019-06-03,0.0001237671611029,0.0001609821398171,0.000251481226227,1.947566942113532e-05,0.0001551109977013,5.326767952292086e-05,,
2019-06-04,0.0001102947689259,8.42250633206326e-05,0.0001980974619026,3.093927553111085e-05,0.0001165760031745,,,
2019-06-05,0.0001142004701692,9.371377986677446e-05,0.0002146064898484,4.240288164108638e-05,0.0001112241824372,0.0001831308562142,,
2019-06-06,0.0001181061714125,0.0001032024964129,0.0001936430479641,5.386648775106191e-05,0.0001022550155451,0.0001107527266757,,
2019-06-07,0.0001220118726559,0.000112691212959,0.0002007570846963,6.533009386103743e-05,0.0001159938423342,0.0001061904828752,,
2019-06-08,0.0001259175738992,0.0001221799295052,0.0002396215399985,7.679369997101298e-05,0.0001392798995803,0.0001016282390748,,
2019-06-09,0.0001298232751426,0.0001843041391111,0.00020626461893,8.82573060809885e-05,5.761768451360933e-05,0.0001031225757099,,
2019-06-10,0.0001113994758074,0.0001330364307458,0.0002028022764897,0.0001744554830548,5.308114257233611e-05,7.052022641624787e-05,,
2019-06-11,9.29756764723738e-05,8.17687223806277e-05,0.0001993399340494,0.0002606536600287,4.8544600631062886e-05,7.34680471797877e-05,,
2019-06-12,0.000107875259974,0.0001880614290712,6.053496474230479e-05,0.0001820716361622,0.0001078424725465,7.641586794332751e-05,,
2019-06-13,0.0001227748434757,2.3285886143280304e-05,0.0002245152867965,0.0001034896122957,7.374061697700919e-05,9.911230747740838e-05,,
2019-06-14,0.0001168768869194,8.209911205126233e-05,0.0001245266181147,0.0001007191225757,4.7502897204355495e-05,4.476508603528659e-05,,
2019-06-15,0.0001109789303632,0.0001636562089987,0.000196375949274,9.794863285570833e-05,0.0001292975146815,8.874790674644237e-05,,
2019-06-16,8.978404673863681e-05,0.0001585509039457,0.0001445406571932,0.0001217725225117,0.0002202266714712,0.0001036898047182,,
2019-06-17,1.569671117488859e-07,0.0001534455988928,9.443249258390602e-05,5.521807655543972e-05,,6.254904112252405e-05,,
2019-06-18,7.384788689971693e-05,0.000158330813573,0.0001521346246326,-1.1336369400820557e-05,0.0002036400237456,4.044776585398717e-05,,
2019-06-19,0.0001137372567619,0.0001450758394609,0.0001972398441497,1.2464551566537082e-05,0.0001123946023348,8.137699574065275e-05,,
2019-06-20,5.147969344238813e-05,0.0001435004805538,0.0001846460877422,3.626547253389472e-05,0.0001876187088844,6.486313851680483e-05,,
2019-06-21,-1.0777869877123738e-05,0.0001419251216468,0.0001257577767141,3.5145825486549006e-05,0.0001733515751913,6.3816187829292e-05,,
2019-06-22,-7.303543319663562e-05,0.0001403497627398,-3.001237576428592e-05,3.402617843920329e-05,1.5476107811512605e-05,6.276923714177916e-05,,
2019-06-23,-3.8813264605263855e-06,1.9792269443138506e-05,0.0001914609759805,3.290653139185757e-05,9.300714901550795e-05,3.975250153742814e-06,,
2019-06-24,5.827163647680005e-06,0.0002885739086195,0.0001457232699014,3.1786884344511856e-05,5.381581219911672e-05,2.350395803767515e-05,,
2019-06-25,1.5535653755886394e-05,0.0001698958410235,7.372090402977676e-05,3.066723729716614e-05,0.0001516456644825,4.638836089684487e-05,,
2019-06-26,2.5244143864092782e-05,-1.718882776913233e-05,0.0002596372495061,5.938476593081348e-05,0.0001209721318545,6.927276375601459e-05,,
2019-06-27,7.838953585567481e-05,0.0001242156863718,0.0001779194617772,0.0001501880620112,0.0001720899596635,9.21571666151843e-05,,
2019-06-28,6.984348224061407e-05,8.171133330754701e-05,0.000231226423795,8.48560045610269e-08,3.689719525098189e-05,6.881439911210648e-05,,
2019-06-29,8.639300023654194e-05,7.340520263976472e-05,0.0001812523492576,1.865870755620224e-05,7.656794356458074e-05,4.0286492569713336e-05,,
2019-06-30,5.7654145708751706e-05,2.0964513707570187e-05,0.0001883885471587,8.076289701838124e-05,0.0001368424132708,9.635928192938444e-05,,
2019-07-01,4.850917005854961e-05,8.969739342465703e-05,0.0002023344533868,0.0001565128040965,4.255496157286016e-05,0.0001139054980655,,
2019-07-02,7.01563219877274e-05,8.080856806689084e-05,9.121370706522813e-05,7.822883224906507e-05,0.0001390787240777,-3.141104389214888e-05,,
2019-07-03,7.363816657454578e-05,2.889810298407616e-05,,7.157015848583114e-05,7.435309400163319e-05,9.606986007138548e-05,,
2019-07-04,6.852184014062264e-05,8.317285235618187e-05,0.0001753343888387,6.491148472259721e-05,0.0002544927540662,0.0001960435483633,,
2019-07-05,0.0001269866740033,9.39126919104318e-05,0.0001420256129706,0.0001015658193247,0.000122193850044,0.0001459304130623,,
2019-07-06,8.118862348047131e-05,9.547040684925105e-06,0.0002116970966375,0.0001854224783202,7.592304909765967e-05,0.0001095716652343,,
2019-07-07,0.0001078062501781,9.452725531817138e-07,0.0001988289947686,9.519535246307652e-05,0.0002034129263254,8.79497175326613e-05,,
2019-07-08,0.0001755990354735,0.0001606779140439,0.0001030618713161,0.000122118023414,0.0002030562734661,9.495055021976353e-05,,
2019-07-09,0.0001692902423833,0.000105578752817,0.0001457607274989,7.864342334531539e-05,5.471285506186256e-05,5.126272274868695e-05,,
2019-07-10,0.0001629814492932,5.047959159020286e-05,0.0001884595836817,3.5168823276630766e-05,0.0001559236334547,7.734664817244348e-05,,
2019-07-11,5.640249935191584e-05,6.685329661024943e-05,0.0001975782280741,9.399985364620808e-05,0.0001207392084975,0.0001034305735962,,
2019-07-12,0.00017017375007,0.0001352754338604,0.0001594655264437,9.815205823701609e-05,7.630160044893572e-05,0.0001479718659731,,
2019-07-13,0.0001224169308543,0.0001247692753115,0.0001976478337366,0.000155182766871,-2.341601066291332e-05,0.0001329878251667,,
2019-07-14,8.956526624236958e-05,0.0001142631167627,0.000336220866302,3.06090383772373e-05,9.049643374922508e-05,0.0001180037843603,,
2019-07-15,6.74120334905162e-05,0.0001037569582139,0.0002239410468319,3.490719047433514e-05,0.0001147654761907,9.091041846462784e-05,,
2019-07-16,4.525880073866283e-05,9.32507996651824e-05,0.0001116612273619,3.9205342571432974e-05,0.0001390345186323,6.381705256895567e-05,,
2019-07-17,4.563453997273746e-05,9.43661380441044e-05,9.440945635086574e-05,3.753750745701944e-05,0.0001540096180886,7.749225143239175e-05,,
2019-07-18,4.601027920681209e-05,9.54814764230264e-05,5.3007591732085154e-05,3.586967234260591e-05,0.0002434912129692,9.116745029582784e-05,,
2019-07-19,4.638601844088672e-05,9.65968148019484e-05,6.854623574559979e-05,3.420183722819237e-05,0.0001078141072689,0.0001048426491592,,
2019-07-20,4.676175767496135e-05,9.77121531808704e-05,0.0001801851011904,3.253400211377884e-05,2.5116405665760293e-05,0.0001185178480227,,
2019-07-21,4.713749690903598e-05,0.0001328017366567,0.0002918239666354,3.086616699936531e-05,0.0002377687487751,6.974881398491561e-05,,
2019-07-22,4.751323614311061e-05,6.122079718898342e-05,0.0002169911424371,2.919833188495178e-05,0.0001234089933006,9.019446560277707e-05,,
2019-07-23,4.788897537718524e-05,-1.0360142278733146e-05,0.0001421583182389,2.7530496770538245e-05,9.049237826246958e-06,0.0001106401172206,,
2019-07-24,2.916065279478861e-06,5.20387301457421e-05,0.0001371408573407,1.917795009592158e-06,-3.688730929187403e-05,0.0001310857688385,,
2019-07-25,4.7377219262552576e-05,0.0001644546205319,7.947482663439587e-05,-7.760684625518739e-06,0.0001048273957907,0.000197679699774,,
2019-07-26,9.183837324562628e-05,0.0001707607001308,0.0002606689476769,-1.7439164260629638e-05,0.0001094188388473,0.0002642736307096,,
2019-07-27,0.0001362995272287,0.0001185044673927,0.0002823855014415,1.6406873869175554e-05,0.0001140102819039,0.0001146819336316,,
2019-07-28,0.0001410117514989,0.0001041769215942,0.0002140706098285,-4.995843540715808e-06,0.0001186017249606,5.229923836426428e-05,,
2019-07-29,0.0001108681239436,0.0001754362061189,0.0002902694324825,0.0001339288013077,0.0001183805075804,0.0001509563424204,,
2019-07-30,0.0001269736313424,4.6955253049504447e-05,0.0001690657406119,-7.03567768815656e-05,0.0001032662679172,6.217228796589053e-05,,
2019-07-31,0.0001057411802528,9.259486707748456e-05,0.0001755234582795,3.6934841833654336e-05,0.0001377066819993,0.0002305019175293,,
2019-08-01,8.450872916320002e-05,4.458029389653336e-05,0.0001334335101567,6.79387627216613e-05,0.0001351723524676,0.0001395386754656,,
2019-08-02,8.556334796594454e-05,5.696540487037588e-05,0.0001710392138943,8.532506020118066e-05,0.000116106075013,0.0001063640855515,,
